0,2016,DODGE,DURANGO,"$34,991 ","12,234 miles"
0,2014,BMW,X5,"$34,991 ","32,206 miles"
1,2014,HONDA,CR-V,"$41,556 ","19,407 miles"
0,2016,MAZDA,CX-3 GRAND,"$41,556 ",50 miles
0,2013,HONDA,CR-V,"$17,913 ","60,701 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$17,913 ","17,726 miles"
0,2014,NISSAN,MURANO,"$24,900 ","33,345 miles"
0,2015,JEEP,WRANGLER UNLIMITED,"$24,900 ","47,312 miles"
0,2008,HONDA,CR-V,"$13,996 ","133,951 miles"
0,2010,JEEP,WRANGLER,"$13,996 ","78,649 miles"
0,2017,NISSAN,ROGUE,"$35,991 ","11,535 miles"
0,2014,TOYOTA,HIGHLANDER,"$35,991 ","20,600 miles"
0,2012,MERCEDES-BENZ,GL-CLASS GL 350,"$23,680 ","78,742 miles"
0,2015,DODGE,DURANGO,"$23,680 ","21,997 miles"
0,2016,MINI,COOPER,"$21,995 ","21,863 miles"
0,2014,BMW,X3,"$21,995 ","38,810 miles"
0,2015,LEXUS,NX,"$26,780 ","25,427 miles"
0,2014,FORD,ESCAPE,"$26,780 ","36,590 miles"
0,2016,NISSAN,ROGUE,"$32,998 ","7,122 miles"
1,2015,HONDA,PILOT,"$14,980 ","34,844 miles"
1,2015,HONDA,PILOT,"$14,980 ","33,581 miles"
1,2016,HYUNDAI,SANTA FE LIMITED,"$18,995 ","37,340 miles"
1,2015,VOLKSWAGEN,TIGUAN,"$18,995 ","38,286 miles"
0,2015,NISSAN,ROGUE,"$34,980 ","2,903 miles"
0,2014,KIA,SPORTAGE,"$34,980 ","55,381 miles"
1,2014,ACURA,MDX,"$27,295 ","36,514 miles"
0,2016,NISSAN,ROGUE,"$27,295 ","1,671 miles"
1,2014,HONDA,CR-V,"$26,890 ","30,779 miles"
0,2015,NISSAN,ROGUE,"$12,933 ","22,161 miles"
0,2015,TOYOTA,HIGHLANDER LE,"$12,933 ","20,580 miles"
1,2015,LEXUS,RX 350 F,"$29,995 ","27,521 miles"
0,2011,MERCEDES-BENZ,GL-CLASS GL 450,"$29,995 ","94,035 miles"
0,2016,JEEP,GRAND CHEROKEE,"$34,998 ","5,123 miles"
1,2014,MAZDA,CX-5,"$34,998 ","33,650 miles"
1,2015,LEXUS,RX,"$19,990 ","29,660 miles"
1,2018,BMW,X4,"$19,990 ","4,745 miles"
0,2014,JEEP,WRANGLER UNLIMITED,"$33,991 ","28,073 miles"
0,2011,TOYOTA,RAV4,"$33,991 ","78,655 miles"
0,2017,FORD,ESCAPE,"$18,900 ","3,001 miles"
1,2016,HYUNDAI,TUCSON,"$32,995 ","33,339 miles"
0,2015,ACURA,RDX,"$32,995 ","47,950 miles"
1,2015,BMW,X5,"$50,999 ","45,320 miles"
1,2016,MAZDA,CX-3,"$19,974 ","17,446 miles"
0,2015,BMW,X5,"$19,974 ","26,613 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$37,595 ","34,796 miles"
0,2015,BMW,X5,"$28,991 ","51,201 miles"
1,2015,BMW,X1,"$28,991 ","38,165 miles"
0,2017,JEEP,GRAND CHEROKEE LIMITED,"$18,995 ","4,834 miles"
0,2007,TOYOTA,RAV4,"$18,995 ","142,188 miles"
0,2015,JEEP,GRAND CHEROKEE,"$42,995 ","35,297 miles"
0,2012,CHEVROLET,CAPTIVA SPORT,"$42,995 ","135,482 miles"
0,2016,MAZDA,CX-5,"$26,654 ","32,907 miles"
0,2016,TOYOTA,RAV4,"$26,654 ","41,467 miles"
0,2015,TOYOTA,HIGHLANDER LE,"$34,991 ","28,294 miles"
0,2014,LAND,ROVER RANGE ROVER SPORT,"$34,991 ","67,392 miles"
0,2014,JEEP,COMPASS,"$6,995 ","28,006 miles"
1,2014,HONDA,PILOT,"$23,480 ","38,925 miles"
1,2017,VOLKSWAGEN,TIGUAN,"$23,480 ","9,081 miles"
0,2016,MITSUBISHI,OUTLANDER SPORT,"$19,782 ","18,294 miles"
0,2006,JEEP,GRAND CHEROKEE,"$19,782 ","127,207 miles"
0,2011,BMW,X5 XDRIVE35I,"$21,496 ","112,127 miles"
1,2016,VOLKSWAGEN,TOUAREG,"$21,496 ","12,884 miles"
1,2015,FORD,EXPLORER,"$8,995 ","50,910 miles"
1,2012,HONDA,PILOT,"$8,995 ","52,890 miles"
1,2015,LEXUS,GX 460,"$14,933 ","17,962 miles"
1,2015,BMW,X5,"$14,933 ","44,093 miles"
0,2015,JEEP,WRANGLER UNLIMITED,"$33,483 ","35,678 miles"
1,2017,VOLKSWAGEN,TIGUAN,"$33,483 ","12,387 miles"
0,2014,JEEP,PATRIOT,"$26,239 ","36,160 miles"
0,2014,JEEP,GRAND CHEROKEE LIMITED,"$26,239 ","35,395 miles"
0,2011,HONDA,ACCORD CROSSTOUR,"$23,945 ","58,133 miles"
1,2014,HONDA,CR-V,"$18,046 ","17,977 miles"
0,2015,MAZDA,CX-5 GRAND,"$18,046 ","27,702 miles"
0,2016,BMW,X5,"$18,995 ","28,280 miles"
0,2010,LEXUS,RX,"$18,995 ","53,827 miles"
0,2015,SUBARU,FORESTER 2.5I,"$51,678 ","57,184 miles"
0,2013,BMW,X5,"$18,491 ","46,566 miles"
0,2012,MERCEDES-BENZ,GL-CLASS GL 450,"$18,491 ","91,758 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$37,995 ","34,210 miles"
0,2014,JEEP,PATRIOT,"$37,995 ","23,103 miles"
0,2015,JEEP,GRAND CHEROKEE,"$18,999 ","10,905 miles"
0,2014,TOYOTA,HIGHLANDER,"$18,999 ","18,474 miles"
0,2015,VOLKSWAGEN,TIGUAN,"$29,933 ","39,609 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$29,933 ","34,834 miles"
0,2016,JEEP,PATRIOT,"$21,990 ","37,815 miles"
1,2015,HYUNDAI,TUCSON,"$18,980 ","27,742 miles"
0,2015,DODGE,DURANGO,"$18,980 ","17,628 miles"
0,2014,JEEP,WRANGLER UNLIMITED,"$36,700 ","78,235 miles"
1,2015,FORD,EXPLORER,"$36,700 ","50,550 miles"
0,2011,HONDA,CR-V,"$27,596 ","61,736 miles"
0,2014,FORD,ESCAPE,"$27,596 ","25,678 miles"
0,2016,AUDI,Q3 PREMIUM,"$31,266 ","32,957 miles"
1,2017,BMW,X1,"$31,266 ","5,779 miles"
0,2015,TOYOTA,RAV4 LIMITED,"$13,913 ","63,960 miles"
0,2014,BMW,X5,"$13,913 ","36,033 miles"
1,2016,VOLKSWAGEN,TIGUAN,"$17,662 ","17,962 miles"
0,2015,JEEP,CHEROKEE,"$17,662 ","38,621 miles"
1,2016,LEXUS,RX 350,"$28,750 ","25,986 miles"
1,2015,BMW,X3,"$28,750 ","32,028 miles"
0,2015,JEEP,GRAND CHEROKEE,"$33,999 ","33,727 miles"
0,2015,ACURA,MDX,"$34,995 ","29,625 miles"
0,2013,TOYOTA,4RUNNER LIMITED,"$34,995 ","49,353 miles"
0,2014,JEEP,GRAND CHEROKEE LIMITED,"$32,992 ","32,281 miles"
0,2015,VOLVO,XC60 T5 PREMIER,"$32,992 ","31,131 miles"
1,2014,HONDA,CR-V,"$26,991 ","43,531 miles"
0,2014,NISSAN,MURANO,"$26,991 ","28,561 miles"
0,2013,LEXUS,GX,"$22,995 ","40,788 miles"
0,2011,LEXUS,RX 350,"$19,880 ","61,180 miles"
0,2017,JEEP,CHEROKEE,"$19,880 ","20,383 miles"
1,2015,LEXUS,GX 460,"$20,891 ","49,709 miles"
0,2012,JEEP,GRAND CHEROKEE,"$33,698 ","81,575 miles"
0,2011,CHEVROLET,SUBURBAN 1500,"$33,698 ","92,920 miles"
0,2014,NISSAN,PATHFINDER,"$32,992 ","68,595 miles"
0,2010,NISSAN,XTERRA,"$13,980 ","107,729 miles"
0,2015,JEEP,CHEROKEE,"$13,980 ","29,259 miles"
0,2014,TOYOTA,HIGHLANDER,"$21,492 ","65,165 miles"
1,2016,LEXUS,GX,"$21,492 ","19,502 miles"
0,2014,NISSAN,ROGUE,"$26,992 ","32,693 miles"
1,2014,VOLKSWAGEN,TIGUAN SE,"$46,095 ","29,461 miles"
1,2014,LEXUS,GX,"$46,095 ","34,926 miles"
0,2014,LAND,ROVER,"$14,995 ","49,286 miles"
1,2015,BMW,X5,"$14,995 ","49,315 miles"
1,2016,VOLKSWAGEN,TIGUAN,"$32,470 ","26,144 miles"
0,2014,BMW,X5,"$32,470 ","37,291 miles"
0,2017,DODGE,JOURNEY,"$19,485 ","13,065 miles"
0,2015,FORD,EXPLORER LIMITED,"$19,485 ","41,906 miles"
0,2011,HONDA,CR-V,"$37,595 ","28,424 miles"
0,2017,BMW,X1,"$37,988 ","4,624 miles"
1,2013,HONDA,CR-V,"$37,988 ","38,384 miles"
0,2012,MERCEDES-BENZ,M-CLASS ML 350,"$19,995 ","62,871 miles"
0,2014,HONDA,CR-V,"$26,895 ","41,240 miles"
0,2015,KIA,SORENTO,"$26,895 ","13,549 miles"
0,2014,MERCEDES-BENZ,M-CLASS ML 350,"$24,995 ","57,715 miles"
1,2014,HONDA,CR-V,"$24,995 ","34,010 miles"
0,2016,TOYOTA,4RUNNER,"$18,480 ","35,746 miles"
0,2013,NISSAN,PATHFINDER,"$18,480 ","56,842 miles"
1,2015,HONDA,CR-V,"$14,933 ","32,642 miles"
1,2015,BMW,X5,"$14,933 ","26,823 miles"
1,2014,HONDA,CR-V,"$26,995 ","43,051 miles"
0,2011,KIA,SPORTAGE,"$26,995 ","61,693 miles"
1,2014,HONDA,CR-V,"$17,218 ","22,729 miles"
0,2017,BMW,X1,"$39,995 ","6,581 miles"
1,2016,HONDA,PILOT,"$39,995 ","13,839 miles"
1,2014,HONDA,CR-V,"$34,913 ","50,560 miles"
1,2013,TOYOTA,RAV4,"$34,913 ","42,393 miles"
0,2014,JEEP,PATRIOT,"$15,356 ","39,995 miles"
0,2016,LEXUS,NX,"$15,995 ","18,978 miles"
0,2017,MAZDA,CX-3,"$15,995 ","6,334 miles"
1,2015,LEXUS,NX 200T F,"$32,800 ","23,516 miles"
1,2015,HONDA,PILOT,"$32,800 ","32,059 miles"
0,2017,JEEP,COMPASS,"$14,597 ","10,267 miles"
0,2012,GMC,ACADIA,"$14,597 ","55,005 miles"
0,2011,AUDI,Q5 PREMIUM,"$33,995 ","91,395 miles"
0,2010,LAND,ROVER RANGE ROVER SPORT,"$33,995 ","47,326 miles"
1,2014,HONDA,PILOT,"$19,888 ","41,981 miles"
0,2015,LEXUS,RX,"$24,995 ","34,328 miles"
0,2012,HONDA,ACCORD CROSSTOUR,"$32,481 ","38,045 miles"
1,2015,HONDA,CR-V,"$32,481 ","38,398 miles"
0,2015,JEEP,WRANGLER UNLIMITED,"$18,513 ","28,138 miles"
0,2012,MERCEDES-BENZ,M-CLASS ML 350,"$18,513 ","77,001 miles"
0,2014,BMW,X6,"$36,995 ","42,102 miles"
0,2015,MAZDA,CX-5 GRAND,"$27,797 ","24,195 miles"
0,2014,FORD,EXPLORER,"$27,797 ","59,745 miles"
0,2014,MAZDA,CX-9,"$36,995 ","35,307 miles"
1,2014,FORD,EDGE,"$36,995 ","34,350 miles"
1,2015,FORD,EXPLORER,"$21,990 ","21,860 miles"
0,2015,HYUNDAI,TUCSON,"$14,991 ","22,584 miles"
1,2015,HYUNDAI,TUCSON,"$14,991 ","38,239 miles"
0,2015,HONDA,PILOT,"$16,980 ","49,364 miles"
1,2015,BMW,X3,"$27,995 ","22,547 miles"
0,2017,BMW,X3,"$27,995 ","3,124 miles"
0,2016,MINI,COOPER,"$66,900 ","10,408 miles"
0,2014,JEEP,CHEROKEE,"$66,900 ","36,642 miles"
0,2014,SUBARU,XV CROSSTREK,"$31,998 ","17,933 miles"
0,2014,SUBARU,XV CROSSTREK,"$31,998 ","16,227 miles"
1,2014,FORD,ESCAPE,"$45,988 ","50,220 miles"
0,2017,JEEP,GRAND CHEROKEE LIMITED,"$45,988 ","17,879 miles"
1,2014,BMW,X1,"$22,999 ","20,400 miles"
0,2013,AUDI,Q5 PREMIUM,"$22,999 ","83,165 miles"
1,2015,ACURA,MDX,"$18,995 ","56,381 miles"
0,2012,BMW,X5 XDRIVE35I,"$18,980 ","83,183 miles"
1,2017,SUBARU,FORESTER 2.5I,"$18,980 ","6,514 miles"
0,2017,BMW,X3,"$24,160 ","4,951 miles"
1,2015,MAZDA,CX-5,"$24,160 ","36,122 miles"
0,2011,TOYOTA,RAV4,"$45,998 ","36,734 miles"
0,2016,JEEP,COMPASS HIGH ALTITUDE,"$45,998 ","10,340 miles"
0,2008,GMC,ACADIA SLE,"$19,900 ","139,364 miles"
0,2012,JEEP,WRANGLER UNLIMITED,"$19,900 ","41,310 miles"
1,2014,BMW,X3,"$11,995 ","30,877 miles"
0,2014,NISSAN,ROGUE SELECT,"$11,995 ","35,340 miles"
0,2017,BMW,X5,"$16,886 ","4,650 miles"
1,2014,BMW,X6,"$8,995 ","20,540 miles"
0,2014,NISSAN,ROGUE,"$8,995 ","22,904 miles"
0,2015,MAZDA,CX-5 GRAND,"$26,995 ","45,376 miles"
0,2012,JEEP,GRAND CHEROKEE,"$18,992 ","83,565 miles"
1,2016,HONDA,CR-V,"$18,992 ","4,263 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$28,495 ","44,529 miles"
1,2016,VOLKSWAGEN,TIGUAN,"$28,495 ","22,549 miles"
0,2012,DODGE,DURANGO,"$26,991 ","80,575 miles"
0,2015,HONDA,CR-V,"$26,991 ","76,136 miles"
0,2017,BMW,X1,"$18,797 ","3,126 miles"
1,2013,MAZDA,CX-5,"$18,797 ","25,456 miles"
0,2015,BMW,X5,"$19,888 ","58,940 miles"
1,2015,VOLKSWAGEN,TIGUAN,"$19,888 ","26,964 miles"
1,2017,MAZDA,CX-9,"$19,795 ","19,250 miles"
0,2014,MINI,COOPER COUNTRYMAN,"$19,795 ","48,734 miles"
0,2013,JEEP,GRAND CHEROKEE,"$39,998 ","62,351 miles"
1,2017,MAZDA,CX-9 GRAND,"$39,998 ","14,282 miles"
1,2015,VOLKSWAGEN,TIGUAN,"$16,974 ","46,861 miles"
1,2015,LEXUS,RX,"$35,495 ","14,116 miles"
0,2010,JEEP,LIBERTY,"$35,495 ","79,083 miles"
1,2015,FORD,EXPLORER,"$9,495 ","37,100 miles"
1,2015,ACURA,RDX,"$9,495 ","20,209 miles"
0,2014,FORD,EXPLORER,"$31,730 ","43,168 miles"
0,2014,MINI,COOPER COUNTRYMAN,"$31,730 ","38,315 miles"
0,2014,NISSAN,MURANO,"$28,970 ","21,947 miles"
0,2012,HONDA,ACCORD CROSSTOUR,"$21,991 ","69,707 miles"
1,2016,FORD,FLEX,"$21,991 ","35,650 miles"
0,2008,NISSAN,ROGUE,"$17,987 ","94,367 miles"
0,2014,NISSAN,ROGUE,"$17,987 ","33,600 miles"
1,2014,MAZDA,CX-9,"$17,885 ","29,056 miles"
0,2016,NISSAN,MURANO,"$17,885 ","11,806 miles"
0,2013,JEEP,WRANGLER,"$8,800 ","72,152 miles"
0,2016,LEXUS,RX,"$44,995 ","8,612 miles"
0,2016,MINI,COOPER COUNTRYMAN,"$44,995 ","48,769 miles"
0,2014,KIA,SPORTAGE,"$22,897 ","33,236 miles"
1,2016,HONDA,PILOT,"$22,897 ","47,276 miles"
0,2013,DODGE,DURANGO,"$13,933 ","36,646 miles"
1,2014,ACURA,MDX,"$35,995 ","45,907 miles"
0,2015,VOLKSWAGEN,TIGUAN,"$7,995 ","16,506 miles"
0,2011,MERCEDES-BENZ,GL-CLASS GL 450,"$7,995 ","69,869 miles"
1,2014,HONDA,CR-V,"$23,991 ","35,918 miles"
0,2016,LAND,ROVER RANGE ROVER SPORT,"$23,991 ","12,903 miles"
1,2014,HONDA,CR-V,"$26,988 ","31,286 miles"
0,2017,MERCEDES-BENZ,GLE 350,"$26,988 ","6,851 miles"
0,2014,LEXUS,RX,"$30,000 ","32,174 miles"
1,2015,BMW,X5,"$41,886 ","43,026 miles"
1,2015,VOLKSWAGEN,TIGUAN,"$41,886 ","41,574 miles"
0,2016,NISSAN,ROGUE,"$16,895 ","35,707 miles"
1,2017,MAZDA,CX-3,"$16,895 ","7,405 miles"
0,2014,JEEP,GRAND CHEROKEE LIMITED,"$13,995 ","51,974 miles"
0,2015,CHEVROLET,TRAX,"$21,250 ","4,493 miles"
1,2015,HONDA,PILOT,"$21,250 ","59,753 miles"
0,2015,AUDI,Q5,"$23,495 ","28,007 miles"
0,2015,NISSAN,PATHFINDER,"$9,188 ","30,953 miles"
1,2014,BMW,X1,"$9,188 ","24,139 miles"
0,2011,HONDA,PILOT,"$17,388 ","81,224 miles"
1,2015,ACURA,MDX,"$17,388 ","53,040 miles"
0,2016,DODGE,DURANGO,"$27,355 ","17,017 miles"
0,2016,NISSAN,MURANO,"$22,992 ","35,426 miles"
0,2010,NISSAN,MURANO,"$22,992 ","123,564 miles"
0,2015,LEXUS,GX,"$10,495 ","40,162 miles"
0,2016,HONDA,PILOT,"$10,495 ","23,831 miles"
0,2014,GMC,ACADIA,"$37,496 ","45,030 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$37,496 ","61,148 miles"
0,2008,JEEP,WRANGLER UNLIMITED,"$33,862 ","52,932 miles"
0,2015,CHEVROLET,EQUINOX LT,"$33,862 ","55,324 miles"
0,2017,MITSUBISHI,OUTLANDER SPORT,"$27,988 ","13,466 miles"
0,2008,LEXUS,GX,"$27,988 ","78,465 miles"
1,2017,BMW,X5,"$26,895 ","3,478 miles"
0,2014,NISSAN,ROGUE,"$26,895 ","32,531 miles"
0,2017,BMW,X1,"$17,991 ","4,660 miles"
1,2016,ACURA,RDX,"$17,991 ","8,756 miles"
1,2013,ACURA,RDX,"$13,995 ","60,393 miles"
1,2014,MAZDA,CX-5,"$16,900 ","40,040 miles"
0,2006,HONDA,ELEMENT,"$16,900 ","98,708 miles"
0,2015,BMW,X5,"$7,900 ","44,848 miles"
0,2015,AUDI,Q5,"$7,900 ","35,665 miles"
1,2015,LEXUS,RX 350,"$35,588 ","31,355 miles"
1,2014,BMW,X5,"$35,588 ","37,240 miles"
0,2016,VOLVO,XC90 T6,"$30,000 ","37,628 miles"
0,2015,TOYOTA,RAV4 LIMITED,"$30,000 ","28,492 miles"
0,2011,MAZDA,CX-9,"$31,995 ","81,404 miles"
0,2017,BMW,X5,"$31,995 ","4,374 miles"
1,2015,FORD,EXPLORER,"$40,998 ","46,570 miles"
0,2014,SUBARU,XV CROSSTREK,"$40,998 ","82,951 miles"
0,2011,LEXUS,RX,"$40,795 ","46,919 miles"
1,2017,BMW,X4,"$40,795 ","11,856 miles"
0,2015,MAZDA,CX-5 GRAND,"$22,888 ","35,016 miles"
1,2016,CHEVROLET,TRAX,"$20,917 ","22,384 miles"
1,2017,BMW,X1,"$20,917 ","11,675 miles"
1,2015,BMW,X1,"$36,872 ","15,914 miles"
1,2015,FORD,EXPLORER,"$36,872 ","31,970 miles"
1,2015,HONDA,PILOT,"$23,888 ","26,400 miles"
0,2017,MERCEDES-BENZ,GLC 300,"$23,888 ","4,882 miles"
1,2014,MAZDA,CX-9,"$27,998 ","48,427 miles"
0,2015,AUDI,Q7 PREMIUM,"$27,998 ","37,625 miles"
1,2015,BMW,X4,"$47,496 ","30,089 miles"
0,2015,NISSAN,MURANO,"$47,496 ","14,980 miles"
1,2014,MAZDA,CX-5,"$9,995 ","40,481 miles"
0,2017,JEEP,PATRIOT,"$9,995 ",381 miles
0,2015,CHEVROLET,EQUINOX LT,"$23,900 ","31,085 miles"
0,2014,CHEVROLET,EQUINOX LT,"$16,995 ","50,891 miles"
0,2017,BMW,X3,"$16,995 ","10,318 miles"
0,2015,JEEP,GRAND CHEROKEE LIMITED,"$40,999 ","68,596 miles"
0,2009,LAND,ROVER RANGE ROVER SPORT,"$40,999 ","93,441 miles"
0,2015,MINI,COOPER COUNTRYMAN,"$22,850 ","29,456 miles"
1,2014,JEEP,GRAND CHEROKEE LIMITED,"$15,795 ","33,384 miles"
0,2015,JEEP,GRAND CHEROKEE,"$15,795 ","43,341 miles"
0,2015,KIA,SORENTO,"$34,000 ","56,161 miles"
0,2012,BMW,X5,"$34,000 ","33,411 miles"
0,2011,BMW,X5,"$23,997 ","75,820 miles"
1,2016,FORD,EXPEDITION EL,"$23,997 ","34,520 miles"
0,2007,HONDA,CR-V,"$26,988 ","102,589 miles"
0,2015,MERCEDES-BENZ,M-CLASS ML 350,"$26,988 ","47,365 miles"
1,2015,MAZDA,CX-5,"$33,288 ","33,684 miles"
0,2013,TOYOTA,RAV4,"$16,993 ","46,083 miles"
1,2014,LEXUS,GX 460,"$16,993 ","26,554 miles"
0,2013,TOYOTA,RAV4 LIMITED,"$39,696 ","43,107 miles"
0,2016,MINI,COOPER COUNTRYMAN,"$39,696 ","6,631 miles"
0,2014,AUDI,Q5,"$17,996 ","59,655 miles"
1,2014,HONDA,CR-V,"$17,996 ","25,248 miles"
1,2015,MAZDA,CX-5 GRAND,"$29,997 ","31,934 miles"
0,2013,JEEP,WRANGLER,"$29,997 ","52,540 miles"
0,2014,JEEP,GRAND CHEROKEE LIMITED,"$29,586 ","32,034 miles"
0,2011,MERCEDES-BENZ,GL-CLASS GL 350,"$29,586 ","90,962 miles"
0,2015,JEEP,WRANGLER,"$18,765 ","22,009 miles"
1,2015,VOLKSWAGEN,TIGUAN SE,"$18,765 ","34,477 miles"
1,2015,MAZDA,CX-5,"$21,500 ","34,982 miles"
0,2014,BMW,X3,"$21,500 ","28,778 miles"
1,2017,BMW,X5,"$22,988 ","5,208 miles"
0,2015,TOYOTA,RAV4,"$21,554 ","17,672 miles"
1,2015,LEXUS,NX,"$21,554 ","34,542 miles"
1,2016,ACURA,MDX ADVANCE,"$30,696 ","8,728 miles"
0,2016,LAND,ROVER DISCOVERY SPORT,"$30,696 ","28,595 miles"
0,2011,HONDA,PILOT,"$44,500 ","63,524 miles"
0,2010,HONDA,CR-V,"$44,500 ","83,600 miles"
0,2004,HONDA,CR-V,"$29,894 ","133,659 miles"
1,2014,HONDA,CR-V,"$18,995 ","21,831 miles"
0,2013,NISSAN,PATHFINDER,"$18,995 ","79,055 miles"
0,2015,TOYOTA,RAV4,"$14,995 ","13,901 miles"
0,2007,JEEP,GRAND CHEROKEE,"$14,995 ","77,794 miles"
0,2014,JEEP,PATRIOT,"$36,568 ","30,814 miles"
0,2014,KIA,SORENTO,"$5,980 ","70,247 miles"
1,2014,HONDA,CR-V,"$16,998 ","37,554 miles"
0,2017,HYUNDAI,SANTA FE,"$16,998 ","17,872 miles"
1,2015,ACURA,RDX,"$20,990 ","16,892 miles"
0,2016,GMC,YUKON,"$20,990 ","14,440 miles"
1,2014,NISSAN,ROGUE,"$29,000 ","19,524 miles"
1,2017,MAZDA,CX-3 GRAND,"$29,000 ","6,000 miles"
0,2013,HYUNDAI,SANTA FE,"$50,766 ","44,595 miles"
0,2008,NISSAN,PATHFINDER,"$50,766 ","125,053 miles"
1,2014,HONDA,CR-V,"$17,980 ","19,202 miles"
1,2014,HONDA,CR-V,"$17,980 ","12,136 miles"
1,2015,BMW,X3,"$24,200 ","30,132 miles"
0,2014,HONDA,CR-V,"$24,200 ","49,637 miles"
1,2014,HONDA,CR-V,"$17,900 ","47,436 miles"
0,2014,NISSAN,ROGUE,"$17,900 ","25,643 miles"
1,2015,MAZDA,CX-5,"$9,995 ","40,892 miles"
0,2013,LAND,ROVER RANGE ROVER EVOQUE,"$31,991 ","15,152 miles"
0,2011,LEXUS,RX,"$31,991 ","51,888 miles"
0,2005,BMW,X3,"$20,695 ","114,701 miles"
1,2015,HONDA,PILOT,"$20,695 ","32,806 miles"
0,2013,TOYOTA,RAV4 LIMITED,"$7,333 ","27,800 miles"
0,2015,HONDA,CR-V,"$7,333 ","49,510 miles"
0,2016,MAZDA,CX-5,"$27,495 ","28,394 miles"
0,2015,LAND,ROVER RANGE ROVER SPORT,"$27,495 ","26,577 miles"
0,2016,KIA,SPORTAGE,"$23,000 ","37,530 miles"
1,2016,ACURA,MDX,"$23,000 ","53,325 miles"
