,0,1,2,3,4,5
385,0,2008,BMW,X3,"$58,987 ","98,652 miles"
386,0,2012,FORD,EXPLORER,"$46,136 ","95,949 miles"
387,0,2013,AUDI,Q5 PREMIUM,"$46,136 ","69,579 miles"
388,0,2014,JEEP,WRANGLER UNLIMITED,"$33,991 ","26,811 miles"
389,1,2015,LEXUS,NX,"$33,991 ","30,416 miles"
390,1,2017,BMW,X1,"$25,995 ","8,740 miles"
391,0,2017,NISSAN,ROGUE,"$25,995 ","1,002 miles"
393,0,2015,FORD,ESCAPE,"$18,661 ","50,948 miles"
394,0,2015,JEEP,PATRIOT,"$18,661 ","12,242 miles"
396,0,2017,FORD,EXPLORER LIMITED,"$16,991 ","39,232 miles"
397,0,2015,AUDI,Q5 PREMIUM,"$45,495 ","40,554 miles"
398,0,2014,NISSAN,JUKE,"$45,495 ","19,555 miles"
400,0,2010,FORD,FLEX,"$32,495 ","155,911 miles"
401,0,2015,FORD,ESCAPE,"$29,500 ","64,234 miles"
402,0,2015,JEEP,GRAND CHEROKEE,"$29,500 ","30,755 miles"
403,0,2014,NISSAN,PATHFINDER HYBRID,"$13,995 ","41,260 miles"
404,0,2015,TOYOTA,HIGHLANDER,"$13,995 ","25,869 miles"
405,0,2012,JEEP,WRANGLER,"$24,495 ","36,774 miles"
406,0,2014,NISSAN,PATHFINDER,"$24,495 ","42,613 miles"
407,0,2017,JEEP,RENEGADE,"$8,995 ","14,812 miles"
408,0,2015,JEEP,CHEROKEE LIMITED,"$20,990 ","28,027 miles"
409,0,2014,NISSAN,PATHFINDER,"$20,990 ","50,606 miles"
410,0,2016,JEEP,RENEGADE,"$19,995 ","18,328 miles"
411,0,2017,HONDA,CR-V,"$19,995 ","7,980 miles"
412,0,2014,TOYOTA,HIGHLANDER,"$16,995 ","143,521 miles"
413,1,2014,CHEVROLET,TAHOE,"$16,995 ","68,299 miles"
414,0,2006,HONDA,ELEMENT,"$28,776 ","144,394 miles"
415,0,2017,BMW,X3,"$28,776 ","6,090 miles"
416,0,2015,TOYOTA,HIGHLANDER,"$19,980 ","25,140 miles"
417,0,2015,TOYOTA,RAV4 LIMITED,"$19,980 ","22,682 miles"
418,0,2015,TOYOTA,RAV4 LIMITED,"$32,655 ","32,490 miles"
419,0,2017,BMW,X3,"$32,655 ","2,584 miles"
420,0,2015,DODGE,JOURNEY,"$7,999 ","40,074 miles"
422,0,2017,MERCEDES-BENZ,GLS 450,"$36,888 ","1,590 miles"
423,0,2010,JEEP,GRAND CHEROKEE,"$13,082 ","83,920 miles"
424,0,2017,JEEP,CHEROKEE,"$13,082 ","13,372 miles"
426,0,2014,TOYOTA,RAV4,"$24,991 ","21,676 miles"
427,0,2017,NISSAN,ROGUE,"$33,995 ","16,785 miles"
428,0,2014,JEEP,GRAND CHEROKEE LIMITED,"$33,995 ","60,430 miles"
429,1,2017,ACURA,MDX,"$19,992 ","4,197 miles"
430,1,2015,ACURA,MDX,"$19,992 ","30,885 miles"
432,0,2009,MERCEDES-BENZ,M-CLASS ML 350,"$22,880 ","131,183 miles"
434,0,2013,DODGE,DURANGO,"$44,660 ","38,847 miles"
435,0,2016,TOYOTA,HIGHLANDER,"$44,660 ","15,128 miles"
436,0,2016,FORD,EDGE,"$34,500 ","48,149 miles"
437,0,2014,JEEP,PATRIOT,"$16,197 ","25,242 miles"
438,0,2014,HONDA,CR-V,"$16,197 ","33,450 miles"
439,0,2017,DODGE,JOURNEY,"$15,995 ","11,157 miles"
440,0,2014,JEEP,GRAND CHEROKEE,"$15,995 ","29,614 miles"
441,1,2017,BMW,X6,"$21,991 ","6,209 miles"
442,0,2012,MERCEDES-BENZ,R-CLASS R 350,"$21,991 ","72,212 miles"
443,1,2014,HONDA,CR-V,"$25,495 ","36,821 miles"
444,0,2012,JEEP,GRAND CHEROKEE,"$25,495 ","80,691 miles"
446,0,2016,MAZDA,CX-5,"$69,888 ","16,249 miles"
447,0,2015,JEEP,WRANGLER,"$17,990 ","30,000 miles"
448,1,2016,HONDA,CR-V,"$17,990 ","16,766 miles"
449,0,2014,HONDA,CR-V,"$15,588 ","48,403 miles"
450,1,2017,DODGE,DURANGO,"$15,588 ","12,521 miles"
451,0,2017,MERCEDES-BENZ,GLE 350,"$19,988 ","9,405 miles"
452,0,2008,TOYOTA,4RUNNER,"$11,995 ","128,101 miles"
453,1,2015,BMW,X3,"$11,995 ","17,247 miles"
455,1,2015,ACURA,MDX ADVANCE,"$33,970 ","43,571 miles"
456,0,2013,CHEVROLET,TRAVERSE LT,"$33,970 ","64,431 miles"
457,0,2016,NISSAN,PATHFINDER,"$69,900 ","25,373 miles"
460,1,2015,CHEVROLET,TRAVERSE LT,"$36,580 ","31,127 miles"
461,0,2012,CHEVROLET,TAHOE,"$20,992 ","74,169 miles"
462,0,2014,JEEP,GRAND CHEROKEE,"$20,992 ","54,503 miles"
463,0,2014,NISSAN,JUKE NISMO,"$29,095 ","48,793 miles"
464,0,2015,JEEP,GRAND CHEROKEE LIMITED,"$29,095 ","36,300 miles"
465,0,2015,NISSAN,ROGUE SELECT,"$18,999 ","26,413 miles"
466,1,2015,MERCEDES-BENZ,GLA 250,"$30,750 ","40,977 miles"
467,0,2014,TOYOTA,RAV4,"$30,750 ","40,813 miles"
469,0,2014,MERCEDES-BENZ,GL-CLASS GL 550,"$16,995 ","48,185 miles"
470,0,2015,FORD,EXPLORER,"$23,995 ","40,218 miles"
471,1,2015,ACURA,RDX,"$23,995 ","45,525 miles"
472,0,2015,TOYOTA,HIGHLANDER LE,"$51,991 ","32,982 miles"
473,1,2014,MAZDA,CX-5 GRAND,"$51,991 ","56,874 miles"
474,0,2011,JEEP,LIBERTY,"$26,995 ","60,727 miles"
475,0,2017,NISSAN,JUKE,"$26,995 ","7,307 miles"
476,0,2013,BMW,X6,"$27,580 ","73,997 miles"
477,1,2014,BMW,X3,"$27,992 ","47,707 miles"
478,0,2016,VOLVO,XC90 T6,"$27,992 ","11,515 miles"
479,0,2015,TOYOTA,RAV4 LIMITED,"$17,900 ","47,634 miles"
480,0,2017,CHEVROLET,TRAX,"$17,551 ","15,882 miles"
481,0,2016,NISSAN,ROGUE,"$17,551 ","31,002 miles"
484,0,2012,NISSAN,XTERRA,"$18,999 ","72,462 miles"
485,0,2012,NISSAN,ROGUE,"$18,999 ","53,922 miles"
486,0,2014,MERCEDES-BENZ,G-CLASS AMG G 63,"$25,995 ","45,001 miles"
487,0,2014,JEEP,CHEROKEE,"$17,995 ","29,889 miles"
488,0,2015,BMW,X4,"$10,995 ","22,913 miles"
489,0,2015,JEEP,WRANGLER UNLIMITED,"$10,995 ","17,900 miles"
490,0,2012,BMW,X6,"$7,995 ","53,390 miles"
491,0,2011,TOYOTA,RAV4,"$7,995 ","26,016 miles"
492,0,2007,HONDA,ELEMENT,"$99,000 ","154,186 miles"
493,0,2011,JEEP,GRAND CHEROKEE,"$19,488 ","51,981 miles"
494,0,2010,TOYOTA,HIGHLANDER,"$19,488 ","112,005 miles"
495,0,2015,HONDA,PILOT,"$10,995 ","42,360 miles"
497,0,2014,JEEP,CHEROKEE,"$26,890 ","42,385 miles"
498,1,2015,LEXUS,RX,"$26,890 ","26,116 miles"
499,1,2014,BMW,X5,"$18,880 ","48,424 miles"
500,0,2015,NISSAN,ROGUE,"$18,880 ","24,445 miles"
501,0,2015,NISSAN,ARMADA PLATINUM,"$21,574 ","17,164 miles"
502,0,2015,JEEP,COMPASS,"$21,574 ","31,321 miles"
503,0,2011,HONDA,PILOT,"$33,998 ","125,501 miles"
505,0,2015,JEEP,CHEROKEE,"$41,888 ","89,979 miles"
506,0,2013,FORD,FLEX,"$41,888 ","67,086 miles"
507,0,2014,JEEP,GRAND CHEROKEE LIMITED,"$24,985 ","102,681 miles"
509,0,2014,JEEP,PATRIOT,"$10,980 ","26,693 miles"
511,0,2013,TOYOTA,RAV4,"$14,995 ","31,760 miles"
512,0,2011,HONDA,PILOT,"$29,990 ","96,226 miles"
514,0,2016,NISSAN,PATHFINDER,"$17,500 ","12,453 miles"
515,0,2015,JEEP,WRANGLER UNLIMITED,"$17,500 ","30,201 miles"
517,0,2016,NISSAN,MURANO,"$14,995 ","33,545 miles"
518,0,2015,TOYOTA,HIGHLANDER,"$16,990 ","33,749 miles"
521,0,2015,JEEP,WRANGLER UNLIMITED,"$27,495 ","38,573 miles"
523,0,2017,BMW,X1,"$39,890 ","4,286 miles"
524,0,2014,JEEP,CHEROKEE,"$39,890 ","30,628 miles"
525,0,2017,JEEP,PATRIOT,"$22,995 ",49 miles
527,0,2014,JEEP,GRAND CHEROKEE,"$16,991 ","39,989 miles"
528,0,2011,HONDA,CR-V,"$16,991 ","67,486 miles"
530,0,2016,FORD,ESCAPE,"$18,843 ","26,298 miles"
531,0,2015,NISSAN,ROGUE,"$29,551 ","44,042 miles"
532,0,2014,NISSAN,ROGUE,"$29,551 ","37,823 miles"
533,0,2015,NISSAN,ROGUE,"$14,988 ","31,853 miles"
534,1,2015,NISSAN,ROGUE,"$14,988 ","36,273 miles"
535,0,2010,JEEP,WRANGLER,"$8,995 ","86,258 miles"
536,0,2014,NISSAN,MURANO,"$8,995 ","28,970 miles"
537,0,2011,MERCEDES-BENZ,GL-CLASS GL 450,"$21,995 ","87,248 miles"
539,0,2015,NISSAN,JUKE,"$13,488 ","25,055 miles"
540,0,2014,JEEP,GRAND CHEROKEE,"$16,995 ","33,562 miles"
541,0,2011,CHEVROLET,TAHOE,"$16,995 ","131,528 miles"
542,0,2013,NISSAN,ROGUE,"$28,992 ","16,666 miles"
543,0,2015,NISSAN,JUKE,"$28,992 ","57,489 miles"
544,0,2014,JEEP,GRAND CHEROKEE LIMITED,"$20,995 ","46,594 miles"
546,0,2014,NISSAN,MURANO,"$16,495 ","35,792 miles"
547,1,2015,ACURA,MDX,"$16,495 ","34,550 miles"
548,0,2015,JEEP,GRAND CHEROKEE,"$15,992 ","49,628 miles"
549,1,2016,NISSAN,ROGUE,"$15,992 ","22,736 miles"
550,0,2013,BMW,X5,"$26,877 ","59,659 miles"
551,0,2013,TOYOTA,HIGHLANDER,"$26,877 ","74,460 miles"
552,0,2010,HONDA,ACCORD CROSSTOUR,"$17,980 ","96,997 miles"
553,0,2016,NISSAN,ROGUE,"$48,490 ","23,249 miles"
555,0,2016,BMW,X6,"$20,495 ","17,079 miles"
556,0,2015,JEEP,WRANGLER UNLIMITED,"$28,992 ","21,791 miles"
557,0,2015,BMW,X6,"$28,992 ","12,220 miles"
558,0,2016,MAZDA,CX-5 GRAND,"$47,795 ","36,180 miles"
559,0,2017,BMW,X1,"$47,795 ","2,640 miles"
560,0,2013,LEXUS,LX,"$32,992 ","51,218 miles"
563,1,2014,JEEP,GRAND CHEROKEE LIMITED,"$53,210 ","58,352 miles"
564,0,2012,TOYOTA,HIGHLANDER,"$23,974 ","69,549 miles"
565,0,2016,JEEP,CHEROKEE LIMITED,"$23,974 ","23,925 miles"
566,0,2012,NISSAN,ROGUE,"$39,888 ","73,225 miles"
568,0,2012,JEEP,GRAND CHEROKEE,"$6,775 ","74,259 miles"
569,0,2017,DODGE,DURANGO,"$17,655 ","2,305 miles"
570,0,2017,MERCEDES-BENZ,GLE 350,"$36,680 ","3,958 miles"
572,0,2014,LEXUS,GX 460,"$36,991 ","31,993 miles"
573,0,2015,JEEP,CHEROKEE,"$36,991 ","32,604 miles"
574,0,2014,JEEP,CHEROKEE LIMITED,"$61,086 ","54,026 miles"
575,0,2012,NISSAN,PATHFINDER,"$42,300 ","77,822 miles"
576,0,2015,JEEP,WRANGLER UNLIMITED,"$42,300 ","50,489 miles"
577,1,2015,MAZDA,CX-5,"$36,897 ","25,989 miles"
578,0,2015,NISSAN,ROGUE,"$36,897 ","17,485 miles"
579,0,2014,JEEP,GRAND CHEROKEE,"$25,992 ","50,669 miles"
580,1,2014,HONDA,CR-V,"$16,899 ","40,364 miles"
581,1,2017,ACURA,MDX,"$16,899 ","5,122 miles"
582,0,2014,NISSAN,PATHFINDER,"$41,800 ","53,271 miles"
583,0,2015,MAZDA,CX-5,"$26,995 ","38,169 miles"
585,0,2014,NISSAN,ROGUE SELECT,"$20,095 ","28,891 miles"
586,0,2017,MERCEDES-BENZ,GLE 350,"$15,991 ","3,833 miles"
587,0,2015,NISSAN,ROGUE,"$15,991 ","33,138 miles"
589,0,2016,TOYOTA,HIGHLANDER LE,"$16,488 ","12,346 miles"
590,1,2014,HONDA,CR-V,"$28,970 ","18,311 miles"
591,0,2015,NISSAN,ROGUE,"$28,970 ","24,013 miles"
592,0,2015,LEXUS,GX 460,"$14,223 ","34,898 miles"
593,1,2017,BMW,X3,"$45,980 ","4,498 miles"
594,1,2014,NISSAN,ROGUE,"$45,980 ","41,431 miles"
597,0,2010,TOYOTA,RAV4 LIMITED,"$17,827 ","43,694 miles"
598,0,2015,JEEP,GRAND CHEROKEE,"$17,827 ","45,368 miles"
599,0,2014,NISSAN,PATHFINDER,"$22,995 ","36,301 miles"
600,1,2015,LEXUS,RX 350,"$14,995 ","31,498 miles"
601,1,2016,FORD,EXPEDITION EL,"$14,995 ","35,650 miles"
602,0,2017,CHEVROLET,EQUINOX,"$28,422 ","33,403 miles"
603,0,2015,CHEVROLET,TAHOE,"$28,422 ","50,523 miles"
604,1,2014,HONDA,CR-V,"$29,441 ","41,993 miles"
605,0,2016,NISSAN,ROGUE,"$29,441 ","11,565 miles"
606,0,2013,MERCEDES-BENZ,GL-CLASS GL 550,"$18,495 ","30,053 miles"
607,0,2015,TOYOTA,RAV4,"$17,653 ","17,492 miles"
609,1,2014,MAZDA,CX-9,"$42,990 ","41,904 miles"
610,0,2014,NISSAN,ROGUE,"$42,990 ","24,475 miles"
611,0,2016,FORD,EDGE,"$20,974 ","51,708 miles"
612,0,2014,JEEP,WRANGLER UNLIMITED,"$20,974 ","30,571 miles"
613,1,2016,LEXUS,GX 460,"$19,995 ","9,141 miles"
615,0,2017,JEEP,CHEROKEE,"$23,461 ","31,630 miles"
616,1,2015,BMW,X5,"$23,461 ","35,983 miles"
617,0,2015,JEEP,WRANGLER UNLIMITED,"$26,991 ","32,649 miles"
618,1,2014,HONDA,CR-V,"$26,991 ","33,929 miles"
619,0,2014,TOYOTA,RAV4,"$47,495 ","41,548 miles"
620,1,2017,BMW,X3,"$47,495 ","6,967 miles"
622,1,2015,BMW,X6,"$57,995 ","31,505 miles"
623,1,2016,NISSAN,PATHFINDER,"$15,991 ","34,924 miles"
624,0,2013,HONDA,PILOT,"$15,991 ","90,919 miles"
626,1,2015,NISSAN,ROGUE,"$25,985 ","36,728 miles"
627,1,2017,ACURA,MDX,"$17,813 ","5,145 miles"
628,0,2012,JEEP,LIBERTY,"$17,813 ","79,167 miles"
629,0,2016,JEEP,PATRIOT,"$24,980 ","48,901 miles"
630,1,2016,MAZDA,CX-5 GRAND,"$24,980 ","36,128 miles"
631,0,2014,NISSAN,ROGUE SELECT,"$17,980 ","23,403 miles"
632,0,2017,NISSAN,PATHFINDER,"$17,980 ","10,814 miles"
633,0,2014,NISSAN,ROGUE,"$41,700 ","19,823 miles"
634,0,2005,LEXUS,RX,"$41,700 ","83,179 miles"
637,0,2013,LEXUS,RX,"$22,999 ","61,919 miles"
638,1,2016,MAZDA,CX-5 GRAND,"$24,995 ","4,148 miles"
639,0,2017,JEEP,GRAND CHEROKEE,"$24,995 ","11,675 miles"
640,0,2016,NISSAN,ROGUE,"$25,900 ","19,808 miles"
641,1,2015,BMW,X4,"$25,900 ","31,008 miles"
643,0,2015,JEEP,GRAND CHEROKEE LIMITED,"$41,000 ","38,155 miles"
646,0,2016,LEXUS,GX,"$35,999 ","15,175 miles"
648,0,2016,MERCEDES-BENZ,GLE 400,"$16,999 ","4,724 miles"
649,0,2015,NISSAN,ROGUE,"$16,999 ","22,344 miles"
650,1,2015,BMW,X5,"$41,888 ","45,124 miles"
651,0,2017,DODGE,DURANGO,"$41,888 ","11,562 miles"
652,0,2017,BMW,X1,"$46,991 ","6,586 miles"
653,0,2008,NISSAN,ROGUE,"$46,991 ","75,162 miles"
654,0,2015,DODGE,DURANGO,"$41,495 ","22,257 miles"
656,0,2015,HONDA,PILOT,"$8,988 ","22,089 miles"
657,0,2013,MAZDA,CX-5,"$8,988 ","68,740 miles"
658,0,2017,MERCEDES-BENZ,GLS 450,"$30,991 ","7,395 miles"
659,1,2017,ACURA,MDX,"$30,991 ","4,685 miles"
660,0,2015,NISSAN,ROGUE,"$46,900 ","28,947 miles"
661,0,2015,NISSAN,ARMADA PLATINUM,"$46,900 ","23,119 miles"
662,1,2014,HONDA,CR-V,"$26,995 ","51,325 miles"
663,0,2017,TOYOTA,4RUNNER LIMITED,"$26,995 ","15,276 miles"
665,0,2012,TOYOTA,FJ,"$25,988 ","74,668 miles"
666,0,2015,NISSAN,MURANO,"$25,988 ","19,712 miles"
669,1,2015,HONDA,CR-V,"$71,888 ","39,337 miles"
670,0,2012,CHEVROLET,TRAVERSE LT,"$71,888 ","107,506 miles"
671,0,2007,CHEVROLET,TRAILBLAZER,"$9,999 ","153,860 miles"
672,0,2016,JEEP,GRAND CHEROKEE,"$9,999 ","15,061 miles"
673,0,2016,NISSAN,ROGUE,"$17,497 ","34,887 miles"
674,1,2015,BMW,X3,"$11,988 ","21,225 miles"
675,1,2017,BMW,X1,"$11,988 ","6,176 miles"
676,1,2015,LEXUS,GX 460,"$4,295 ","35,066 miles"
677,1,2015,ACURA,RDX,"$4,295 ","31,340 miles"
678,0,2013,MERCEDES-BENZ,GL-CLASS GL 450,"$32,991 ","64,918 miles"
680,1,2017,BMW,X5,"$16,980 ","10,230 miles"
682,0,2016,JEEP,CHEROKEE,"$26,790 ","7,921 miles"
683,0,2015,JEEP,WRANGLER UNLIMITED,"$26,790 ","26,656 miles"
685,0,2015,NISSAN,ROGUE,"$24,990 ","81,954 miles"
686,0,2013,FORD,EXPLORER,"$18,995 ","48,839 miles"
687,0,2017,BMW,X3,"$18,995 ","6,085 miles"
689,1,2016,MAZDA,CX-5 GRAND,"$24,995 ","10,187 miles"
690,0,2014,NISSAN,ROGUE,"$13,886 ","36,107 miles"
691,0,2015,MAZDA,CX-5,"$13,886 ","41,565 miles"
692,0,2016,JEEP,PATRIOT,"$12,980 ","21,196 miles"
693,0,2013,HONDA,CR-V,"$18,896 ","20,096 miles"
694,0,2016,FORD,ESCAPE,"$18,896 ","31,125 miles"
696,0,2012,NISSAN,ROGUE,"$19,489 ","86,351 miles"
698,1,2015,ACURA,MDX,"$14,588 ","21,614 miles"
699,0,2014,FORD,EXPLORER,"$15,995 ","79,287 miles"
700,1,2015,ACURA,MDX,"$15,995 ","28,665 miles"
702,0,2017,AUDI,Q3 PREMIUM,"$61,900 ","10,213 miles"
703,0,2017,MERCEDES-BENZ,GLE 350,"$36,400 ","5,804 miles"
706,0,2015,BMW,X5,"$18,999 ","42,780 miles"
707,0,2015,NISSAN,ROGUE,"$34,400 ","40,554 miles"
708,1,2017,JEEP,COMPASS,"$12,995 ","13,232 miles"
709,0,2014,NISSAN,JUKE,"$18,988 ","47,338 miles"
710,0,2011,JEEP,WRANGLER UNLIMITED,"$10,995 ","36,240 miles"
711,0,2015,AUDI,Q5,"$10,995 ","28,703 miles"
712,1,2016,MAZDA,CX-5 GRAND,"$28,568 ","30,684 miles"
713,0,2017,MERCEDES-BENZ,GLA 250,"$28,568 ","17,379 miles"
714,0,2013,BMW,X3,"$30,991 ","91,376 miles"
715,0,2013,JEEP,WRANGLER UNLIMITED FREEDOM,"$30,991 ","46,400 miles"
716,0,2015,DODGE,DURANGO,"$31,000 ","70,846 miles"
717,0,2015,JEEP,CHEROKEE LIMITED,"$31,000 ","33,459 miles"
719,1,2016,ACURA,MDX,"$24,500 ","19,525 miles"
720,0,2013,JEEP,GRAND CHEROKEE LIMITED,"$22,991 ","30,300 miles"
721,0,2015,MAZDA,CX-5 GRAND,"$22,991 ","30,244 miles"
722,0,2008,FORD,EDGE,"$17,995 ","95,108 miles"
724,0,2014,TOYOTA,RAV4,"$9,495 ","40,451 miles"
725,0,2013,JEEP,GRAND CHEROKEE LIMITED,"$9,495 ","38,318 miles"
726,0,2015,CHEVROLET,EQUINOX LT,"$15,513 ","32,462 miles"
727,0,2014,NISSAN,JUKE,"$15,513 ","38,212 miles"
728,0,2015,NISSAN,ROGUE,"$19,992 ","15,327 miles"
729,1,2015,MAZDA,CX-5 GRAND,"$19,992 ","36,387 miles"
730,0,2015,NISSAN,ROGUE SELECT,"$25,991 ","18,087 miles"
731,0,2015,NISSAN,ROGUE,"$25,991 ","41,443 miles"
732,0,2011,FORD,EDGE,"$21,900 ","57,958 miles"
733,0,2013,DODGE,DURANGO,"$21,900 ","95,350 miles"
734,1,2016,CHEVROLET,EQUINOX,"$15,995 ","41,573 miles"
735,1,2014,HONDA,CR-V,"$18,380 ","36,944 miles"
736,0,2009,BMW,X5,"$18,380 ","93,090 miles"
737,0,2016,JEEP,CHEROKEE,"$19,595 ","34,092 miles"
738,0,2015,NISSAN,ROGUE,"$17,981 ","23,348 miles"
739,0,2015,FORD,EXPLORER,"$17,981 ","45,489 miles"
740,0,2015,JEEP,COMPASS,"$34,980 ","35,862 miles"
743,1,2015,JEEP,GRAND CHEROKEE,"$16,995 ","38,210 miles"
745,0,2009,NISSAN,MURANO,"$21,991 ","91,632 miles"
746,0,2015,NISSAN,ARMADA PLATINUM,"$16,991 ","17,803 miles"
747,0,2016,ACURA,MDX,"$16,991 ","23,160 miles"
748,1,2015,BMW,X4,"$28,470 ","26,734 miles"
749,1,2015,BMW,X5,"$43,995 ","38,150 miles"
750,0,2014,CHEVROLET,TRAVERSE LT,"$43,995 ","33,079 miles"
751,0,2014,BMW,X6,"$23,997 ","51,400 miles"
753,0,2017,JEEP,GRAND CHEROKEE LIMITED,"$34,900 ","6,724 miles"
754,0,2017,CHEVROLET,TAHOE,"$34,900 ","4,275 miles"
755,1,2017,BMW,X5 XDRIVE40E,"$26,980 ","5,064 miles"
756,0,2015,NISSAN,ROGUE,"$26,980 ","26,859 miles"
757,0,2015,NISSAN,ROGUE,"$61,950 ","42,215 miles"
758,0,2015,TOYOTA,4RUNNER,"$61,950 ","51,762 miles"
759,0,2017,NISSAN,ARMADA PLATINUM,"$36,991 ","17,502 miles"
760,0,2014,BMW,X5,"$36,991 ","39,001 miles"
761,0,2017,JEEP,PATRIOT,"$49,995 ","21,205 miles"
763,0,2015,NISSAN,ROGUE,"$54,900 ","28,415 miles"
765,0,2017,NISSAN,ROGUE,"$44,995 ","12,394 miles"
766,0,2006,HONDA,PILOT,"$44,995 ","102,120 miles"
767,1,2015,ACURA,RDX,"$52,490 ","40,773 miles"
768,1,2014,BMW,X5,"$52,490 ","38,501 miles"
770,0,2007,BMW,X3,"$19,495 ","148,750 miles"
772,1,2014,HONDA,CR-V,"$8,995 ","33,100 miles"
